query,frequency_current,timestamp_current,frequency_previous,timestamp_previous,growthRate,category
cardigan black organic crop top,90.0,2025-03-12,0.0,,90.0,fashion
cardigan blouse,142.0,2025-03-09,310.0,2024-03-14,-0.54,misc
cardigan bomber jacket,134.0,2025-03-08,117.0,2024-03-16,0.14,fashion
cardigan cardigan,284.0,2025-03-02,135.0,2024-03-11,1.1,misc
cardigan coat,161.0,2025-03-17,314.0,2024-03-12,-0.49,fashion
cardigan crop top,72.0,2025-03-22,198.0,2024-03-13,-0.63,fashion
cardigan dress,320.0,2025-03-08,126.0,2024-03-09,1.53,fashion
cardigan fall petite shorts,0.0,,69.0,2024-03-13,-0.99,fashion
cardigan fitted winter skirt,0.0,,87.0,2024-03-06,-0.99,fashion
cardigan flats,316.0,2025-03-16,0.0,,316.0,footwear
cardigan floral petite dress,0.0,,131.0,2024-03-01,-0.99,fashion
cardigan heels,116.0,2025-03-11,0.0,,116.0,footwear
cardigan highwaisted olive cardigan,94.0,2025-03-23,0.0,,94.0,misc
cardigan hoodie,178.0,2025-03-12,121.0,2024-03-12,0.47,fashion
cardigan jacket,138.0,2025-03-20,119.0,2024-03-26,0.16,fashion
cardigan jeans,232.0,2025-03-06,64.0,2024-03-06,2.58,fashion
cardigan jumpsuit,0.0,,108.0,2024-03-30,-0.99,fashion
cardigan leather summer romper,74.0,2025-03-25,0.0,,74.0,fashion
cardigan leggings,232.0,2025-03-01,0.0,,232.0,fashion
cardigan linen bomber jacket leggings,0.0,,72.0,2024-03-08,-0.99,fashion
cardigan loafer,269.0,2025-03-11,216.0,2024-03-15,0.24,misc
cardigan lowrise fall cardigan,148.0,2025-03-19,0.0,,148.0,misc
cardigan new floral sandals,85.0,2025-03-20,0.0,,85.0,footwear
cardigan new sleeveless dress,102.0,2025-03-18,0.0,,102.0,fashion
cardigan olive wool shirt,0.0,,93.0,2024-03-29,-0.99,fashion
cardigan organic printed sweater,55.0,2025-03-26,0.0,,55.0,fashion
cardigan pants,257.0,2025-03-09,0.0,,257.0,fashion
cardigan parka,351.0,2025-03-04,106.0,2024-03-08,2.29,misc
cardigan plus size black loafer,146.0,2025-03-24,0.0,,146.0,misc
cardigan pullover,195.0,2025-03-01,0.0,,195.0,misc
cardigan romper,77.0,2025-03-21,225.0,2024-03-10,-0.65,fashion
cardigan sandals,84.0,2025-03-20,66.0,2024-03-03,0.27,footwear
cardigan shirt,0.0,,68.0,2024-03-20,-0.99,fashion
cardigan shorts,270.0,2025-03-05,99.0,2024-03-09,1.71,fashion
cardigan skirt,143.0,2025-03-17,132.0,2024-03-24,0.08,fashion
cardigan sleeveless beige sandals,80.0,2025-03-15,0.0,,80.0,footwear
cardigan slides,50.0,2025-03-14,103.0,2024-03-13,-0.51,misc
cardigan sneakers,190.0,2025-03-25,0.0,,190.0,footwear
cardigan sweater,74.0,2025-03-13,342.0,2024-03-08,-0.78,fashion
cardigan tank top,417.0,2025-03-10,75.0,2024-03-06,4.5,fashion
cardigan trench coat,379.0,2025-03-01,185.0,2024-03-11,1.04,fashion
cardigan trendy longline romper,0.0,,146.0,2024-03-07,-0.99,fashion
cardigan trendy sleeveless cardigan,0.0,,75.0,2024-03-03,-0.99,misc
cardigan tshirt,327.0,2025-03-02,0.0,,327.0,fashion
cardigan vintage white parka,115.0,2025-03-09,0.0,,115.0,misc
cardigan windbreaker,273.0,2025-03-05,183.0,2024-03-05,0.49,misc
cardigan winter loose parka,0.0,,133.0,2024-03-12,-0.99,misc
cargo skirt,104.0,2025-03-03,0.0,,104.0,fashion
cargo skirt belted jacket drawstring pant heels,0.0,,117.0,2024-03-18,-0.99,fashion
cargo skirt corset black lace sandals,137.0,2025-03-22,0.0,,137.0,fashion
cargo skirt drawstring pant belted jacket shorts,0.0,,148.0,2024-03-13,-0.99,fashion
cargo skirt drawstring pant corset tshirt,93.0,2025-03-16,0.0,,93.0,fashion
cargo skirt drawstring pant velvet bomber jacket,0.0,,146.0,2024-03-31,-0.99,fashion
cargo skirt hoodie,0.0,,118.0,2024-03-02,-0.99,fashion
cargo skirt jumpsuit,82.0,2025-03-23,0.0,,82.0,fashion
cargo skirt pullover,97.0,2025-03-01,0.0,,97.0,fashion
cargo skirt sandals,67.0,2025-03-04,0.0,,67.0,fashion
cargo skirt velvet drawstring pant shorts,109.0,2025-03-11,0.0,,109.0,fashion
cargo skirt velvet drawstring pant tshirt,56.0,2025-03-11,0.0,,56.0,fashion
cargo skirt windbreaker,0.0,,109.0,2024-03-27,-0.99,fashion
cashmere,899.0,2025-03-05,469.0,2024-03-01,0.91,misc
cashmere barbie platform heels slides,87.0,2025-03-27,0.0,,87.0,footwear
cashmere blouse,145.0,2025-03-18,0.0,,145.0,misc
cashmere bomber jacket,251.0,2025-03-14,0.0,,251.0,fashion
cashmere boots,116.0,2025-03-17,0.0,,116.0,footwear
cashmere camel coat combat boot leggings,0.0,,69.0,2024-03-11,-0.99,fashion
cashmere camel coat tailored trousers bomber jacket,0.0,,56.0,2024-03-28,-0.98,fashion
cashmere camel coat tailored trousers romper,0.0,,115.0,2024-03-23,-0.99,fashion
cashmere cardigan,184.0,2025-03-04,0.0,,184.0,misc
cashmere combat boot camel coat jeans,0.0,,105.0,2024-03-07,-0.99,fashion
cashmere jacket,0.0,,129.0,2024-03-25,-0.99,fashion
cashmere jumpsuit,62.0,2025-03-11,0.0,,62.0,fashion
cashmere loafer,0.0,,127.0,2024-03-01,-0.99,misc
cashmere mesh wings jeans,0.0,,61.0,2024-03-02,-0.98,fashion
cashmere pullover,81.0,2025-03-28,0.0,,81.0,misc
cashmere romper,0.0,,197.0,2024-03-03,-0.99,fashion
cashmere sandals,0.0,,144.0,2024-03-29,-0.99,footwear
cashmere shirt,0.0,,149.0,2024-03-30,-0.99,fashion
cashmere skirt,78.0,2025-03-19,0.0,,78.0,fashion
cashmere tailored trousers camel coat jeans,0.0,,61.0,2024-03-09,-0.98,fashion
cashmere tailored trousers camel coat pullover,111.0,2025-03-24,0.0,,111.0,fashion
cashmere tailored trousers camel coat slides,97.0,2025-03-22,0.0,,97.0,fashion
cashmere tailored trousers camel coat sneakers,0.0,,74.0,2024-03-06,-0.99,fashion
choker cardigan,112.0,2025-03-02,0.0,,112.0,misc
choker crop top,117.0,2025-03-15,0.0,,117.0,fashion
choker romper,0.0,,75.0,2024-03-09,-0.99,fashion
choker windbreaker,0.0,,118.0,2024-03-15,-0.99,misc
chrome,0.0,,459.0,2024-03-16,-1.0,misc
chrome dress,134.0,2025-03-12,66.0,2024-03-08,1.01,fashion
chrome iridescent jacket holo pants shorts,72.0,2025-03-02,0.0,,72.0,fashion
chrome iridescent jacket holo pants slides,209.0,2025-03-01,0.0,,209.0,fashion
chrome iridescent jacket pumps parka,111.0,2025-03-28,0.0,,111.0,fashion
chrome pumps iridescent jacket blouse,122.0,2025-03-30,0.0,,122.0,fashion
chrome shirt,0.0,,147.0,2024-03-21,-0.99,fashion
chrome skirt,122.0,2025-03-30,0.0,,122.0,fashion
chrome structured blouse iridescent jacket heels,51.0,2025-03-26,0.0,,51.0,fashion
chrome sweater vest thick frames hoodie,0.0,,117.0,2024-03-11,-0.99,fashion
chrome thick frames holo pants pullover,0.0,,81.0,2024-03-17,-0.99,fashion
chrome windbreaker,0.0,,85.0,2024-03-23,-0.99,misc
clashing print,199.0,2025-03-10,0.0,,199.0,misc
clashing print bold layering matching set tshirt,74.0,2025-03-09,0.0,,74.0,fashion
clashing print matching set track pants jacket,90.0,2025-03-16,0.0,,90.0,fashion
clashing print shorts,126.0,2025-03-02,0.0,,126.0,fashion
clashing print slides,92.0,2025-03-19,0.0,,92.0,misc
clashing print track pants bold layering jumpsuit,147.0,2025-03-20,0.0,,147.0,fashion
coat,3037.0,2025-03-02,2401.0,2024-03-01,0.26,fashion
combat boot,214.0,2025-03-30,121.0,2024-03-23,0.76,misc
combat boot bows lace sweater,113.0,2025-03-20,0.0,,113.0,fashion
combat boot camel coat wings cardigan,109.0,2025-03-19,0.0,,109.0,fashion
combat boot coat,0.0,,105.0,2024-03-24,-0.99,fashion
combat boot lace mesh skirt,102.0,2025-03-03,0.0,,102.0,fashion
combat boot slides,0.0,,63.0,2024-03-29,-0.98,misc
combat boot stockings bows blouse,0.0,,120.0,2024-03-16,-0.99,misc
combat boot stockings mesh hoodie,0.0,,82.0,2024-03-26,-0.99,fashion
combat boot tank top,53.0,2025-03-07,0.0,,53.0,fashion
combat boot wings mesh jacket,0.0,,130.0,2024-03-10,-0.99,fashion
combat boot wings mesh jumpsuit,0.0,,131.0,2024-03-20,-0.99,fashion
combat boot wings mesh windbreaker,87.0,2025-03-13,0.0,,87.0,misc
cord pants,239.0,2025-03-10,0.0,,239.0,fashion
cord pants cardigan,149.0,2025-03-19,0.0,,149.0,fashion
cord pants crop top,0.0,,67.0,2024-03-02,-0.99,fashion
cord pants hello kitty thick frames dress,110.0,2025-03-12,0.0,,110.0,fashion
cord pants hoodie,0.0,,117.0,2024-03-25,-0.99,fashion
cord pants parka,0.0,,71.0,2024-03-30,-0.99,fashion
cord pants printed mesh butterfly clip coat,127.0,2025-03-20,0.0,,127.0,fashion
cord pants sweater vest butterfly clip boots,57.0,2025-03-13,0.0,,57.0,fashion
cord pants sweater vest printed mesh trench coat,122.0,2025-03-30,0.0,,122.0,fashion
cord pants windbreaker,0.0,,86.0,2024-03-23,-0.99,fashion
corset,398.0,2025-03-03,706.0,2024-03-09,-0.44,fashion
corset boots,0.0,,140.0,2024-03-10,-0.99,fashion
corset cargo skirt black lace tshirt,142.0,2025-03-07,0.0,,142.0,fashion
corset deep red all black bomber jacket,124.0,2025-03-05,0.0,,124.0,fashion
corset empire dress gloves pants,0.0,,87.0,2024-03-18,-0.99,fashion
corset empire dress gloves romper,86.0,2025-03-09,0.0,,86.0,fashion
corset gloves empire dress crop top,0.0,,71.0,2024-03-21,-0.99,fashion
corset gloves empire dress jumpsuit,51.0,2025-03-30,0.0,,51.0,fashion
corset gloves empire dress loafer,0.0,,55.0,2024-03-16,-0.98,fashion
corset gloves empire dress sandals,80.0,2025-03-14,0.0,,80.0,fashion
corset gloves empire dress shorts,0.0,,148.0,2024-03-26,-0.99,fashion
corset gloves empire dress sneakers,0.0,,80.0,2024-03-26,-0.99,fashion
corset hoodie,86.0,2025-03-03,0.0,,86.0,fashion
corset jacket,59.0,2025-03-10,0.0,,59.0,fashion
corset leggings,80.0,2025-03-09,0.0,,80.0,fashion
corset pullover,146.0,2025-03-22,0.0,,146.0,fashion
corset shorts,0.0,,117.0,2024-03-14,-0.99,fashion
corset structured blouse pumps flats,104.0,2025-03-06,0.0,,104.0,fashion
corset sweater,0.0,,92.0,2024-03-27,-0.99,fashion
corset tshirt,0.0,,258.0,2024-03-13,-1.0,fashion
corset velvet black lace jeans,137.0,2025-03-07,0.0,,137.0,fashion
corset velvet black lace romper,0.0,,130.0,2024-03-20,-0.99,fashion
corset velvet lux leather romper,0.0,,85.0,2024-03-24,-0.99,fashion
corset velvet pumps pants,0.0,,53.0,2024-03-14,-0.98,fashion
corset velvet pumps sneakers,0.0,,133.0,2024-03-25,-0.99,fashion
corset velvet structured blouse boots,0.0,,119.0,2024-03-14,-0.99,fashion
corset windbreaker,75.0,2025-03-21,0.0,,75.0,fashion
cottage,0.0,,314.0,2024-03-15,-1.0,misc
cottage floral dress straw bag skirt,100.0,2025-03-19,0.0,,100.0,fashion
cottage jumpsuit,0.0,,103.0,2024-03-25,-0.99,fashion
cottage milkmaid blouse wrap skirt skirt,77.0,2025-03-23,0.0,,77.0,fashion
cottage puff sleeves lace trim pants,132.0,2025-03-06,0.0,,132.0,fashion
cottage puff sleeves lace trim tshirt,148.0,2025-03-20,0.0,,148.0,fashion
cottage slides,82.0,2025-03-24,0.0,,82.0,misc
cotton,4450.0,2025-03-01,4101.0,2024-03-01,0.09,misc
cotton beige new loafer,131.0,2025-03-15,0.0,,131.0,misc
cotton beige solid parka,0.0,,108.0,2024-03-09,-0.99,misc
cotton blouse,0.0,,79.0,2024-03-05,-0.99,misc
cotton bomber jacket,390.0,2025-03-17,221.0,2024-03-09,0.76,fashion
cotton boots,171.0,2025-03-09,0.0,,171.0,footwear
cotton cardigan olive skirt,0.0,,54.0,2024-03-28,-0.98,fashion
cotton coat,51.0,2025-03-23,76.0,2024-03-31,-0.32,fashion
cotton crop top,201.0,2025-03-08,124.0,2024-03-13,0.62,fashion
cotton cropped longline cardigan,0.0,,126.0,2024-03-18,-0.99,misc
cotton dress,121.0,2025-03-07,0.0,,121.0,fashion
cotton fall minimalist pants,101.0,2025-03-29,0.0,,101.0,fashion
cotton flats,436.0,2025-03-20,121.0,2024-03-28,2.58,footwear
cotton floral oversized dress,105.0,2025-03-30,0.0,,105.0,fashion
cotton heels,0.0,,197.0,2024-03-16,-0.99,footwear
cotton highwaisted midrise boots,133.0,2025-03-09,0.0,,133.0,footwear
cotton highwaisted minimalist cardigan,0.0,,145.0,2024-03-12,-0.99,misc
cotton hoodie,295.0,2025-03-12,149.0,2024-03-12,0.97,fashion
cotton jacket,100.0,2025-03-28,417.0,2024-03-01,-0.76,fashion
cotton jeans,0.0,,413.0,2024-03-05,-1.0,fashion
cotton jumpsuit,234.0,2025-03-11,77.0,2024-03-10,2.01,fashion
cotton leggings,0.0,,91.0,2024-03-03,-0.99,fashion
cotton linen lowrise heels,0.0,,104.0,2024-03-27,-0.99,footwear
cotton linen navy tank top,0.0,,112.0,2024-03-05,-0.99,fashion
cotton linen summer cardigan,0.0,,110.0,2024-03-11,-0.99,misc
cotton loafer,327.0,2025-03-18,0.0,,327.0,misc
cotton longline summer trench coat,0.0,,88.0,2024-03-04,-0.99,fashion
cotton loose organic trench coat,90.0,2025-03-10,0.0,,90.0,fashion
cotton loose striped sweater,112.0,2025-03-01,0.0,,112.0,fashion
cotton loose white blouse,0.0,,79.0,2024-03-09,-0.99,misc
cotton lowrise black windbreaker,74.0,2025-03-31,0.0,,74.0,misc
cotton lowrise men pants,0.0,,141.0,2024-03-14,-0.99,fashion
cotton men cropped skirt,118.0,2025-03-18,0.0,,118.0,fashion
cotton midrise lowrise skirt,0.0,,119.0,2024-03-08,-0.99,fashion
cotton midrise men slides,126.0,2025-03-21,0.0,,126.0,misc
cotton midrise petite sweater,114.0,2025-03-03,0.0,,114.0,fashion
cotton navy cardigan flats,0.0,,145.0,2024-03-29,-0.99,footwear
cotton navy cropped cardigan,137.0,2025-03-15,0.0,,137.0,misc
cotton olive cropped cardigan,101.0,2025-03-17,0.0,,101.0,misc
cotton olive cropped sneakers,0.0,,50.0,2024-03-15,-0.98,footwear
cotton olive longline jumpsuit,99.0,2025-03-14,0.0,,99.0,fashion
cotton organic loose cardigan,144.0,2025-03-29,0.0,,144.0,misc
cotton oversized fall jacket,0.0,,72.0,2024-03-03,-0.99,fashion
cotton oversized summer crop top,0.0,,138.0,2024-03-11,-0.99,fashion
cotton pants,239.0,2025-03-23,207.0,2024-03-01,0.15,fashion
cotton parka,0.0,,236.0,2024-03-17,-1.0,misc
cotton pastel winter windbreaker,71.0,2025-03-22,0.0,,71.0,misc
cotton plus size tall slides,0.0,,114.0,2024-03-06,-0.99,misc
cotton printed organic hoodie,0.0,,107.0,2024-03-06,-0.99,fashion
cotton pullover,299.0,2025-03-06,254.0,2024-03-04,0.18,misc
cotton romper,53.0,2025-03-25,0.0,,53.0,fashion
cotton sandals,189.0,2025-03-05,341.0,2024-03-24,-0.44,footwear
cotton shirt,218.0,2025-03-12,0.0,,218.0,fashion
cotton shorts,67.0,2025-03-26,0.0,,67.0,fashion
cotton skirt,423.0,2025-03-18,500.0,2024-03-04,-0.15,fashion
cotton sleeveless transitional shorts,0.0,,136.0,2024-03-12,-0.99,fashion
cotton slides,361.0,2025-03-01,274.0,2024-03-06,0.32,misc
cotton sneakers,145.0,2025-03-06,90.0,2024-03-30,0.6,footwear
cotton solid organic pullover,85.0,2025-03-14,0.0,,85.0,misc
cotton spring bomber jacket boots,106.0,2025-03-02,0.0,,106.0,fashion
cotton spring bomber jacket flats,0.0,,141.0,2024-03-10,-0.99,fashion
cotton summer leather sneakers,0.0,,88.0,2024-03-09,-0.99,footwear
cotton summer lowrise jeans,65.0,2025-03-31,0.0,,65.0,fashion
cotton sweater,0.0,,204.0,2024-03-15,-1.0,fashion
cotton tall navy hoodie,0.0,,102.0,2024-03-08,-0.99,fashion
cotton tank top,52.0,2025-03-02,103.0,2024-03-09,-0.49,fashion
cotton transitional spring windbreaker,0.0,,117.0,2024-03-29,-0.99,accessories
cotton trench coat,122.0,2025-03-05,75.0,2024-03-15,0.62,fashion
cotton trendy transitional boots,0.0,,143.0,2024-03-20,-0.99,footwear
cotton tshirt,66.0,2025-03-11,315.0,2024-03-02,-0.79,fashion
cotton unisex men crop top,0.0,,140.0,2024-03-25,-0.99,fashion
cotton unisex organic loafer,108.0,2025-03-17,0.0,,108.0,misc
cotton white new sandals,61.0,2025-03-03,0.0,,61.0,footwear
cotton white winter parka,0.0,,86.0,2024-03-11,-0.99,misc
cotton windbreaker,443.0,2025-03-03,119.0,2024-03-21,2.7,misc
cotton winter men shorts,0.0,,106.0,2024-03-17,-0.99,fashion
cowboy boots,0.0,,449.0,2024-03-03,-1.0,footwear
cowboy boots baggy jeans denim skirt shorts,0.0,,145.0,2024-03-12,-0.99,fashion
cowboy boots blouse,0.0,,122.0,2024-03-19,-0.99,footwear
cowboy boots bright yellow fringe jacket jumpsuit,125.0,2025-03-26,0.0,,125.0,fashion
cowboy boots bright yellow fuchsia shirt,134.0,2025-03-07,0.0,,134.0,fashion
cowboy boots coat,0.0,,265.0,2024-03-02,-1.0,fashion
cowboy boots crop top,0.0,,128.0,2024-03-30,-0.99,fashion
cowboy boots denim skirt fringe jacket sandals,0.0,,110.0,2024-03-31,-0.99,fashion
cowboy boots denim skirt fringe jacket shirt,0.0,,107.0,2024-03-08,-0.99,fashion
cowboy boots denim skirt utility harness coat,0.0,,93.0,2024-03-30,-0.99,fashion
cowboy boots distressed layer utility harness parka,0.0,,66.0,2024-03-04,-0.99,footwear
cowboy boots dusty tones denim skirt jeans,58.0,2025-03-28,0.0,,58.0,fashion
cowboy boots dusty tones denim skirt sneakers,0.0,,129.0,2024-03-12,-0.99,fashion
cowboy boots flats,0.0,,78.0,2024-03-12,-0.99,footwear
cowboy boots fringe jacket bright yellow pants,142.0,2025-03-29,0.0,,142.0,fashion
cowboy boots jacket,114.0,2025-03-08,0.0,,114.0,fashion
cowboy boots jeans,0.0,,78.0,2024-03-13,-0.99,fashion
cowboy boots pants,0.0,,80.0,2024-03-04,-0.99,fashion
cowboy boots parka,107.0,2025-03-28,0.0,,107.0,footwear
cowboy boots tank top,0.0,,125.0,2024-03-01,-0.99,fashion
cowboy boots trainers fringe jacket hoodie,0.0,,64.0,2024-03-05,-0.98,fashion
crop top,3536.0,2025-03-02,3716.0,2024-03-02,-0.05,fashion
cropped,2586.0,2025-03-01,1510.0,2024-03-01,0.71,misc
cropped black bomber jacket jeans,0.0,,136.0,2024-03-08,-0.99,fashion
cropped blouse,261.0,2025-03-12,0.0,,261.0,misc
cropped bomber jacket,119.0,2025-03-22,174.0,2024-03-13,-0.31,fashion
cropped boots,0.0,,183.0,2024-03-18,-0.99,footwear
cropped coat,0.0,,105.0,2024-03-24,-0.99,fashion
cropped crop top,129.0,2025-03-22,271.0,2024-03-03,-0.52,fashion
cropped denim fitted jeans,86.0,2025-03-16,0.0,,86.0,fashion
cropped dress,0.0,,161.0,2024-03-09,-0.99,fashion
cropped fall black loafer,128.0,2025-03-24,0.0,,128.0,misc
cropped fall unisex jumpsuit,0.0,,133.0,2024-03-31,-0.99,fashion
cropped flats,133.0,2025-03-08,66.0,2024-03-26,1.0,footwear
cropped heels,146.0,2025-03-04,289.0,2024-03-11,-0.49,footwear
cropped hoodie,0.0,,145.0,2024-03-27,-0.99,fashion
cropped jacket,105.0,2025-03-02,298.0,2024-03-09,-0.65,fashion
cropped jeans,230.0,2025-03-09,152.0,2024-03-16,0.51,fashion
cropped leggings,249.0,2025-03-01,277.0,2024-03-05,-0.1,fashion
cropped linen denim cardigan,0.0,,101.0,2024-03-12,-0.99,fashion
cropped loafer,350.0,2025-03-05,426.0,2024-03-04,-0.18,misc
cropped longline organic pants,69.0,2025-03-27,0.0,,69.0,fashion
cropped lowrise bomber jacket tank top,64.0,2025-03-26,0.0,,64.0,fashion
cropped lowrise olive shorts,0.0,,57.0,2024-03-02,-0.98,fashion
cropped midrise fall tank top,0.0,,106.0,2024-03-05,-0.99,fashion
cropped navy plaid skirt,0.0,,60.0,2024-03-21,-0.98,fashion
cropped organic tall shirt,0.0,,79.0,2024-03-24,-0.99,fashion
cropped organic trendy bomber jacket,0.0,,52.0,2024-03-06,-0.98,fashion
cropped oversized floral blouse,94.0,2025-03-19,0.0,,94.0,misc
cropped oversized lowrise tshirt,0.0,,122.0,2024-03-25,-0.99,fashion
cropped pants,0.0,,308.0,2024-03-08,-1.0,fashion
cropped parka,364.0,2025-03-04,148.0,2024-03-19,1.45,misc
cropped petite beige loafer,129.0,2025-03-09,0.0,,129.0,misc
cropped plaid highwaisted jacket,0.0,,72.0,2024-03-02,-0.99,fashion
cropped printed beige heels,51.0,2025-03-12,0.0,,51.0,footwear
cropped printed floral sandals,87.0,2025-03-22,0.0,,87.0,footwear
cropped printed summer jacket,0.0,,123.0,2024-03-22,-0.99,fashion
cropped pullover,77.0,2025-03-30,0.0,,77.0,misc
cropped romper,59.0,2025-03-04,167.0,2024-03-05,-0.64,fashion
cropped sandals,100.0,2025-03-17,0.0,,100.0,footwear
cropped shirt,291.0,2025-03-12,132.0,2024-03-28,1.2,fashion
cropped shorts,76.0,2025-03-03,386.0,2024-03-01,-0.8,fashion
cropped skirt,85.0,2025-03-19,142.0,2024-03-29,-0.4,fashion
cropped slides,86.0,2025-03-09,66.0,2024-03-18,0.3,misc
cropped slim fit cardigan dress,0.0,,116.0,2024-03-11,-0.99,fashion
cropped sneakers,131.0,2025-03-25,126.0,2024-03-17,0.04,footwear
cropped solid leather loafer,115.0,2025-03-23,0.0,,115.0,misc
cropped spring summer leggings,0.0,,86.0,2024-03-06,-0.99,fashion
cropped striped summer jacket,0.0,,88.0,2024-03-05,-0.99,fashion
cropped summer denim romper,121.0,2025-03-25,0.0,,121.0,fashion
cropped summer minimalist sweater,148.0,2025-03-03,0.0,,148.0,fashion
cropped summer olive cardigan,0.0,,147.0,2024-03-20,-0.99,misc
cropped summer spring sneakers,0.0,,133.0,2024-03-01,-0.99,footwear
cropped sweater,387.0,2025-03-03,295.0,2024-03-01,0.31,fashion
cropped tank top,148.0,2025-03-30,88.0,2024-03-20,0.67,fashion
cropped transitional sleeveless windbreaker,0.0,,117.0,2024-03-01,-0.99,misc
cropped trench coat,0.0,,138.0,2024-03-31,-0.99,fashion
cropped tshirt,269.0,2025-03-01,527.0,2024-03-01,-0.49,fashion
cropped windbreaker,86.0,2025-03-19,430.0,2024-03-03,-0.8,misc
cropped winter pastel heels,119.0,2025-03-09,0.0,,119.0,footwear
cropped wool petite romper,80.0,2025-03-01,0.0,,80.0,fashion
cropped wool sleeveless pullover,0.0,,96.0,2024-03-10,-0.99,misc
deep red,236.0,2025-03-17,362.0,2024-03-05,-0.35,misc
deep red all black black lace slides,63.0,2025-03-06,0.0,,63.0,misc
deep red all black distressed layer skirt,61.0,2025-03-28,0.0,,61.0,fashion
deep red all black lux leather slides,0.0,,106.0,2024-03-21,-0.99,misc
deep red bright yellow playful pattern leggings,0.0,,108.0,2024-03-17,-0.99,fashion
deep red cardigan,92.0,2025-03-09,0.0,,92.0,misc
