searchTerm,growthRate,category
spring linen floral printed skirt,13600.0,fashion
spring pastel olive white sneakers,13600.0,footwear
spring floral solid summer dress,13600.0,fashion
loose sleeveless beige parka,13600.0,misc
spring gloves tank top,13600.0,fashion
sleeveless loose wool loafer,13600.0,misc
longline midrise highwaisted pullover,13600.0,misc
spring fungi shorts,13600.0,fashion
summer wool tall windbreaker,13500.0,misc
spring slim fit loose leather sandals,13500.0,footwear
gloves shorts,13500.0,fashion
dyed hair trench coat,13500.0,fashion
wool leather sleeveless leggings,13500.0,fashion
spring minimalist fit soft white tailored trousers loafer,13500.0,fashion
summer cotton minimalist sandals,13500.0,footwear
oversized white new boots,13500.0,footwear
spring bomber jacket summer wool pants,13500.0,fashion
striped pants,13500.0,fashion
spring organic spring fitted coat,13500.0,fashion
spring wool sleeveless trendy slides,13500.0,accessories
structured blouse coat,13500.0,fashion
spring neutral palette,13500.0,accessories
spring striped solid coat,13500.0,fashion
spring cotton crop top,13500.0,fashion
neutral palette fur coat relaxed blazer hoodie,13500.0,fashion
fall summer men loafer,13500.0,misc
spring distressed layer jumpsuit,13500.0,fashion
spring spring leather new boots,13500.0,footwear
tall midrise lowrise leggings,13500.0,fashion
spring solid leggings,13500.0,fashion
plus size denim pastel tank top,13500.0,fashion
striped organic bomber jacket crop top,13400.0,fashion
loafers boots,13400.0,footwear
leather plus size vintage dress,13400.0,fashion
leather jeans,13400.0,fashion
spring flash photo trench coat,13400.0,fashion
cowboy boots bright yellow fuchsia shirt,13400.0,fashion
spring leather mini ripped tights flash photo windbreaker,13400.0,accessories
spring linen fitted new parka,13400.0,accessories
spring butterfly clip blouse,13400.0,accessories
spring cashmere hot pink camel coat crop top,13400.0,fashion
spring camel coat tailored trousers cashmere pants,13400.0,fashion
lux leather all black deep red blouse,13400.0,misc
spring unisex jacket,13400.0,fashion
spring slim fit summer midrise jacket,13400.0,fashion
spring summer floral minimalist leggings,13400.0,fashion
leopard print pencil skirt gold chain sweater,13400.0,fashion
spring fitted heels,13400.0,footwear
spring soft pink wrap skirt straw bag skirt,13400.0,fashion
linen fitted striped sandals,13400.0,footwear
black sneakers,13400.0,footwear
belted jacket shorts,13400.0,fashion
beige tshirt,13400.0,fashion
women skirt,13400.0,fashion
spring modular neon strap utility vest dress,13400.0,fashion
spring navy summer printed romper,13400.0,fashion
tailored trousers leggings,13400.0,fashion
midrise winter cotton tshirt,13400.0,fashion
glitter blouse,13400.0,misc
spring aqua shimmer,13400.0,accessories
plus size oversized linen tank top,13400.0,fashion
petite plaid highwaisted romper,13400.0,fashion
spring midrise fall pastel windbreaker,13400.0,accessories
spring platform heels glitter hot pink dress,13400.0,fashion
vintage slides,13400.0,misc
organic plaid trendy tank top,13400.0,fashion
olive trendy spring loafer,13400.0,accessories
neutral palette glowy skin slick bun sneakers,13400.0,footwear
gold chain bright yellow leopard print parka,13400.0,misc
spring relaxed blazer unisex cut printed mesh sandals,13400.0,fashion
midrise floral solid leggings,13400.0,fashion
white denim vintage cardigan,13300.0,fashion
beige men lowrise trench coat,13300.0,fashion
cotton highwaisted midrise boots,13300.0,footwear
platform heels bomber jacket,13300.0,fashion
spring lightweight leather transitional parka,13300.0,accessories
spring longline fall spring boots,13300.0,footwear
spring wool cropped floral leggings,13300.0,fashion
spring plus size loose vintage cardigan,13300.0,accessories
spring fall beige pastel loafer,13300.0,accessories
unisex cut,13300.0,misc
spring olive leather linen romper,13300.0,fashion
transitional winter solid romper,13300.0,fashion
solid plaid denim shirt,13300.0,fashion
thick frames romper,13300.0,fashion
spring olive summer midrise tshirt,13300.0,fashion
spring spring new wool pullover,13300.0,accessories
spring plus size vintage lowrise tank top,13300.0,fashion
butterfly clip printed mesh hello kitty crop top,13300.0,fashion
striped slim fit pastel jeans,13300.0,fashion
spring platform heels pants,13300.0,fashion
sea shell skirt,13300.0,fashion
spring playful pattern bomber jacket,13300.0,fashion
spring tall plaid black jeans,13300.0,fashion
structured blouse pencil skirt pumps jeans,13300.0,fashion
spring midrise fall oversized cardigan,13300.0,accessories
spring loose vintage summer shorts,13300.0,fashion
spring football jersey denim skirt baggy jeans flats,13300.0,fashion
spring loose romper,13300.0,fashion
organic sleeveless highwaisted heels,13300.0,footwear
spring bomber jacket cardigan,13300.0,fashion
spring floral sandals,13300.0,footwear
spring floral cropped black coat,13300.0,fashion
spring wrap skirt slides,13300.0,fashion
spring pastel summer cotton shirt,13300.0,fashion
mushroom cardigan,13300.0,misc
spring wool parka,13300.0,accessories
spring cashmere tailored trousers camel coat dress,13300.0,fashion
spring organic cotton spring sandals,13300.0,footwear
fuchsia deep red bright yellow crop top,13300.0,fashion
spring vintage trench coat,13200.0,fashion
longline sleeveless summer sandals,13200.0,footwear
spring fall navy unisex heels,13200.0,footwear
white striped oversized slides,13200.0,misc
spring bold layering track pants sports bra sneakers,13200.0,fashion
cottage puff sleeves lace trim pants,13200.0,fashion
plus size shirt,13200.0,fashion
spring velvet black lace belted jacket trench coat,13200.0,fashion
spring plaid jeans,13200.0,fashion
spring summer cardigan,13200.0,accessories
petite sleeveless longline skirt,13200.0,fashion
barbie hot pink glitter boots,13200.0,footwear
spring highwaisted summer vintage jumpsuit,13200.0,fashion
spring oversized fitted trendy hoodie,13200.0,fashion
spring tailored trousers cashmere camel coat loafer,13200.0,fashion
wool winter cropped windbreaker,13200.0,misc
spring glitter basket bag linen dress trench coat,13200.0,fashion
spring tall boots,13200.0,footwear
spring fur coat leggings,13200.0,fashion
spring tall black cotton tshirt,13200.0,fashion
spring olive loose slim fit jacket,13200.0,fashion
spring neutral palette boots,13200.0,footwear
spring loose bomber jacket summer windbreaker,13200.0,fashion
spring beige organic plaid tshirt,13200.0,fashion
fall organic cropped trench coat,13200.0,fashion
tall fall winter sandals,13200.0,footwear
lowrise summer wool shirt,13200.0,fashion
spring wool blazer leg warmers soft pink bomber jacket,13200.0,fashion
lux leather distressed layer utility harness shorts,13200.0,fashion
spring midrise lowrise lightweight jacket,13200.0,fashion
leather lowrise bomber jacket bomber jacket,13200.0,fashion
spring lowrise jeans utility vest baby tee boots,13200.0,fashion
slick bun jeans,13200.0,fashion
mesh heels,13200.0,footwear
mossy,13200.0,misc
holo pants iridescent jacket cord pants jumpsuit,13200.0,fashion
spring winter coat,13200.0,fashion
spring lux leather all black deep red boots,13200.0,footwear
spring fur coat,13200.0,fashion
spring barbie hot pink glitter shirt,13100.0,fashion
spring flash photo leather mini ripped tights pullover,13100.0,accessories
pencil skirt fur coat pumps shirt,13100.0,fashion
women spring sleeveless sweater,13100.0,fashion
spring unisex boots,13100.0,footwear
spring printed fall loose sandals,13100.0,footwear
organic cropped cotton leggings,13100.0,fashion
spring pastel striped summer heels,13100.0,footwear
men lightweight minimalist hoodie,13100.0,fashion
wool vintage plaid jumpsuit,13100.0,fashion
relaxed blazer unisex cut butterfly clip tshirt,13100.0,fashion
summer beige cardigan tshirt,13100.0,fashion
spring men plus size minimalist jeans,13100.0,fashion
midrise highwaisted slim fit bomber jacket,13100.0,fashion
wrap skirt jumpsuit,13100.0,fashion
spring belted jacket drawstring pant corset flats,13100.0,fashion
spring longline wool new jacket,13100.0,fashion
spring aqua shimmer pearl barbie windbreaker,13100.0,accessories
spring mushroom jeans,13100.0,fashion
spring navy summer pastel blouse,13100.0,accessories
spring new sandals,13100.0,footwear
spring cotton fall longline tank top,13100.0,fashion
spring linen wool sleeveless bomber jacket,13100.0,fashion
spring plus size olive leather shirt,13100.0,fashion
thick frames butterfly clip printed mesh heels,13100.0,footwear
beige midrise loose sandals,13100.0,footwear
cotton beige new loafer,13100.0,misc
spring spring fall cotton skirt,13100.0,fashion
spring wool oversized olive sandals,13100.0,footwear
spring longline hoodie,13100.0,fashion
spring wool oversized trendy blouse,13100.0,accessories
spring longline summer plus size pullover,13100.0,accessories
winter jacket,13100.0,fashion
oxford wool blazer loafers blouse,13000.0,fashion
beige striped spring dress,13000.0,fashion
velour tracksuit neon strap baby tee windbreaker,13000.0,misc
spring fall midrise plus size leggings,13000.0,fashion
spring cropped,13000.0,accessories
black highwaisted slim fit shorts,13000.0,fashion
new pullover,13000.0,misc
oversized pants,13000.0,fashion
spring floral dress parka,13000.0,fashion
spring floral vintage summer trench coat,13000.0,fashion
spring combat boot lace bows tshirt,13000.0,fashion
spring beige summer midrise dress,13000.0,fashion
spring floral spring summer flats,13000.0,footwear
loafers oxford turtleneck tshirt,13000.0,fashion
spring wool blazer turtleneck leg warmers loafer,13000.0,fashion
tall printed olive hoodie,13000.0,fashion
wool striped summer loafer,13000.0,misc
spring oxford blouse,13000.0,accessories
spring organic floral slim fit skirt,13000.0,fashion
spring pastel transitional printed jacket,13000.0,fashion
spring longline pants,13000.0,fashion
spring slim fit summer minimalist flats,13000.0,footwear
spring summer loose transitional jacket,13000.0,fashion
spring printed organic floral jacket,13000.0,fashion
spring platform heels tailored trousers glitter jacket,13000.0,fashion
spring loose lightweight winter pants,13000.0,fashion
spring sleeveless printed navy jeans,13000.0,fashion
floral vintage oversized blouse,13000.0,misc
spring new plus size wool tank top,13000.0,fashion
spring slim fit plaid cardigan trench coat,13000.0,fashion
spring loafers leg warmers wrap skirt sandals,13000.0,fashion
black trendy white boots,12900.0,footwear
spring unisex solid cardigan slides,12900.0,accessories
spring petite sneakers,12900.0,footwear
spring midrise unisex transitional jacket,12900.0,fashion
petite white trendy sneakers,12900.0,footwear
plus size olive tall tank top,12900.0,fashion
spring linen fall midrise pants,12900.0,fashion
beige pants,12900.0,fashion
spring summer petite navy loafer,12900.0,accessories
spring barbie coat,12900.0,fashion
minimalist hoodie,12900.0,fashion
white summer trendy sandals,12900.0,footwear
vintage sneakers,12900.0,footwear
spring navy women bomber jacket jeans,12900.0,fashion
spring fall leather women parka,12900.0,accessories
rhinestone top neon strap velour tracksuit bomber jacket,12900.0,fashion
spring vintage transitional oversized romper,12900.0,fashion
spring linen dress hoodie,12900.0,fashion
spring barbie leggings,12900.0,fashion
spring navy windbreaker,12900.0,accessories
cropped petite beige loafer,12900.0,misc
lux leather deep red dusty tones jacket,12900.0,fashion
matching set tshirt,12900.0,fashion
spring trendy wool highwaisted trench coat,12900.0,fashion
spring sleeveless floral organic heels,12900.0,footwear
wool blazer oxford turtleneck skirt,12900.0,fashion
spring wool printed petite jacket,12900.0,fashion
spring striped petite beige blouse,12800.0,accessories
holo pants chrome iridescent jacket dress,12800.0,fashion
spring white plaid printed skirt,12800.0,fashion
spring baby tee,12800.0,accessories
spring longline cardigan plaid sneakers,12800.0,footwear
printed mesh relaxed blazer unisex cut pullover,12800.0,fashion
floral new highwaisted blouse,12800.0,misc
spring plus size bomber jacket,12800.0,fashion
spring linen black cardigan tank top,12800.0,fashion
printed cropped slim fit flats,12800.0,footwear
fur coat gold chain leopard print tank top,12800.0,fashion
spring cashmere combat boot tailored trousers pullover,12800.0,fashion
cropped fall black loafer,12800.0,misc
dusty tones baggy jeans trainers hoodie,12800.0,fashion
spring baby tee rhinestone top velour tracksuit jeans,12800.0,fashion
spring lace trim linen pants bucket hat crop top,12800.0,fashion
baggy jeans tank top,12800.0,fashion
spring turtleneck,12800.0,accessories
structured blouse pullover,12800.0,misc
spring printed sandals,12800.0,footwear
spring beige spring bomber jacket sneakers,12800.0,fashion
bold layering matching set sports bra sandals,12800.0,fashion
pastel cotton slim fit pullover,12800.0,misc
spring milkmaid blouse wrap skirt cottage tank top,12800.0,fashion
bucket hat cardigan,12800.0,accessories
striped flats,12800.0,footwear
pearl,12800.0,misc
tailored trousers shirt,12800.0,fashion
spring olive lightweight fall bomber jacket,12800.0,fashion
spring plus size oversized fall shirt,12700.0,fashion
striped trendy transitional tank top,12700.0,fashion
spring cashmere crop top,12700.0,fashion
spring navy plus size winter sandals,12700.0,footwear
cord pants printed mesh butterfly clip coat,12700.0,fashion
spring white boots,12700.0,footwear
leather mini ripped tights flash photo pullover,12700.0,misc
thick frames slides,12700.0,misc
spring playful pattern fuchsia bright yellow dress,12700.0,fashion
spring linen unisex solid leggings,12700.0,fashion
spring loose fall summer hoodie,12700.0,fashion
spring bright yellow neutral palette playful pattern crop top,12700.0,fashion
spring white fitted tall tank top,12700.0,fashion
black leather pastel loafer,12700.0,misc
linen denim lightweight tshirt,12700.0,fashion
all black distressed layer lux leather tank top,12700.0,fashion
spring longline sleeveless women tank top,12700.0,fashion
spring transitional loose leather sandals,12700.0,footwear
